"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.983462125E0,-4.390691775E0,-6.704404603E0,-1.403763866E0,8.136201100E0
1.993512125E0,-4.629542641E0,-5.349707648E0,-5.196174967E-1,7.093802881E0
2.003563125E0,-4.692143224E0,-2.685518560E0,8.368406403E-1,5.470696503E0
2.013614125E0,-5.523265872E0,5.243245053E-1,3.176498149E0,6.393083964E0
2.023664125E0,-3.733688392E0,7.214281223E0,5.637859604E0,9.887959521E0
2.033715125E0,2.329353545E0,1.728101551E1,7.937116361E0,1.915873694E1
2.043766125E0,1.187789822E1,2.738316111E1,8.479188336E0,3.102931861E1
2.053816125E0,2.424842202E1,3.654545100E1,8.354668370E0,4.464702054E1
2.063867125E0,3.328086162E1,4.227104691E1,8.148034201E0,5.441367124E1
2.073917125E0,3.672758241E1,4.309660827E1,7.166256287E0,5.707528522E1
2.083968125E0,3.422278024E1,4.120997373E1,6.027243236E0,5.390536414E1
2.094019125E0,2.782430547E1,3.571196315E1,4.682147409E0,4.551328148E1
2.104069125E0,1.939443898E1,2.673371555E1,3.062931772E0,3.316952459E1
2.114120125E0,1.243418595E1,1.788945922E1,1.690510737E0,2.185176327E1
2.124171125E0,7.674890374E0,1.144449909E1,9.173451054E-1,1.381021447E1
2.134221125E0,4.463707419E0,6.312887322E0,2.889670587E-1,7.736971774E0
2.144272125E0,2.208555040E0,2.111029038E0,-1.417318205E-1,3.058471329E0
2.154322125E0,4.586693367E-1,-1.174793333E0,-3.923025620E-1,1.320764262E0
2.164373125E0,-9.997823676E-1,-3.607543777E0,-4.812819815E-1,3.774330303E0
2.174424125E0,-1.960897391E0,-5.258488160E0,-3.804116642E-1,5.625080385E0
2.184474125E0,-2.358056065E0,-6.580204480E0,-2.488504815E-1,6.994386747E0
2.194525125E0,-2.231292669E0,-7.618016261E0,-1.715415198E-1,7.939915946E0
2.204576125E0,-1.921846907E0,-8.515963229E0,-1.523731774E-1,8.731457085E0
2.214626125E0,-1.752392112E0,-9.242741729E0,-1.346876889E-1,9.408362958E0
2.224677125E0,-1.275337375E0,-1.004897570E1,-1.412242913E-1,1.013056476E1
2.234727125E0,-8.803431939E-1,-1.111447990E1,-2.674907837E-1,1.115249832E1
2.244778125E0,-4.598650923E-1,-1.223348144E1,-3.706905951E-1,1.224773267E1
2.254829125E0,-5.535886502E-1,-1.312847498E1,-6.257725275E-1,1.315503352E1
2.264879125E0,-8.662997898E-1,-1.358456014E1,-8.288550248E-1,1.363736595E1
2.274930125E0,-1.250516530E0,-1.383345623E1,-9.520307887E-1,1.392245185E1
2.284980125E0,-1.983877240E0,-1.413961995E1,-1.138590882E0,1.432344268E1
2.295031125E0,-2.643894571E0,-1.436479739E1,-1.261021053E0,1.466041461E1
2.305082125E0,-2.878134030E0,-1.449490963E1,-1.515916970E0,1.485543890E1
2.315132125E0,-3.852150350E0,-1.425911131E1,-1.526274728E0,1.484893370E1
2.325183125E0,-4.611493748E0,-1.383074429E1,-1.459636350E0,1.465216368E1
2.335234125E0,-4.667981359E0,-1.372039096E1,-1.488283029E0,1.456894520E1
2.345284125E0,-4.786652063E0,-1.371657156E1,-1.516329930E0,1.460669811E1
2.355331500E0,-4.961226826E0,-1.341593345E1,-1.922214258E0,1.443246167E1
2.365381500E0,-4.621679597E0,-1.267748859E1,-1.933816888E0,1.363151815E1
2.375432500E0,-4.450466399E0,-1.211855558E1,-2.428061562E0,1.313626749E1
2.385483500E0,-4.298609238E0,-1.180159673E1,-3.375093566E0,1.300565198E1
2.395533500E0,-4.293725644E0,-1.127748273E1,-4.321948984E0,1.281783678E1
2.405584500E0,-4.361963528E0,-1.111379344E1,-4.693766996E0,1.282866240E1
2.415635500E0,-4.344039473E0,-1.128128108E1,-4.682780077E0,1.296404300E1
2.425685500E0,-4.692140885E0,-1.139462351E1,-4.485869828E0,1.311398715E1
2.435736500E0,-5.152606779E0,-1.119690927E1,-4.044647121E0,1.297225131E1
2.445786500E0,-5.797955199E0,-1.029817936E1,-2.984756838E0,1.218923935E1
2.455837500E0,-7.189011896E0,-8.762639716E0,-2.422162891E0,1.159019499E1
2.465888500E0,-9.287885157E0,-6.839861201E0,-1.441542726E0,1.162439493E1
2.475938500E0,-1.274767389E1,-1.342645844E0,1.506569465E0,1.290641852E1
2.485989500E0,-1.644976597E1,8.669103561E0,5.419678938E0,1.936804267E1
