"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.500618000E0,1.913348125E0,-6.558802502E0,-6.348602116E0,9.326496669E0
2.510613000E0,2.019156708E0,-5.582711590E0,-5.946590252E0,8.402713736E0
2.520607000E0,1.993732722E0,-4.764227114E0,-5.586426326E0,7.607955655E0
2.530601000E0,1.890816757E0,-4.025630221E0,-5.409839244E0,7.003373996E0
2.540595000E0,1.829987880E0,-3.629904699E0,-5.512394729E0,6.849201370E0
2.550589000E0,1.710798821E0,-3.257808653E0,-5.471647822E0,6.593866825E0
2.560583000E0,1.453919820E0,-2.026882050E0,-4.793377238E0,5.403572802E0
2.570577000E0,1.463791382E0,-8.052495959E-1,-3.287874743E0,3.687984876E0
2.580571000E0,1.262272064E0,1.150059026E0,-8.503336751E-1,1.907625196E0
2.590565000E0,6.384314570E-1,2.710859808E0,2.319681666E0,3.624538406E0
2.600559000E0,-5.354295373E-1,3.501018618E0,7.236367911E0,8.056602056E0
2.610553000E0,-2.949923513E0,4.778559809E0,1.416531495E1,1.523787486E1
2.620547000E0,-6.383612319E0,6.416201191E0,2.214356238E1,2.392186236E1
2.630541000E0,-1.050144261E1,7.588192538E0,3.050230918E1,3.313988275E1
2.640535000E0,-1.441733813E1,8.377354982E0,3.732426504E1,4.087958508E1
2.650529000E0,-1.777801363E1,9.895257082E0,4.149768013E1,4.621721906E1
2.660524000E0,-1.953476163E1,1.143095460E1,4.356709395E1,4.909547138E1
2.670518000E0,-1.979910957E1,1.164616137E1,4.339795973E1,4.910214581E1
2.680512000E0,-1.956810713E1,1.093844245E1,4.011827518E1,4.595689658E1
2.690506000E0,-1.935458670E1,9.918665825E0,3.403656045E1,4.039142737E1
2.700500000E0,-1.726195241E1,9.076211858E0,2.649023983E1,3.289506694E1
2.710494000E0,-1.292988950E1,8.213435892E0,1.963218560E1,2.490111008E1
2.720488000E0,-7.853940888E0,7.638971513E0,1.447796089E1,1.815625581E1
2.730482000E0,-2.580649332E0,6.918191671E0,1.066942142E1,1.297527188E1
2.740476000E0,1.733162374E0,5.777177703E0,7.413687649E0,9.557321727E0
2.750470000E0,4.315267956E0,3.998996739E0,3.940464356E0,7.081014884E0
2.760464000E0,5.750491596E0,1.356058772E0,6.227635503E-1,5.940949708E0
2.770458000E0,6.379387121E0,-1.546334186E0,-2.181548797E0,6.917144253E0
2.780452000E0,6.499629849E0,-4.238544300E0,-4.715491156E0,9.079994647E0
2.790447000E0,6.037602164E0,-6.738909023E0,-7.021954021E0,1.145309447E1
2.800441000E0,5.190403181E0,-9.200741179E0,-8.966411088E0,1.385606189E1
2.810435000E0,4.582921913E0,-1.113757523E1,-1.084729957E1,1.620841334E1
2.820429000E0,4.358115183E0,-1.234581464E1,-1.271215205E1,1.824859219E1
2.830423000E0,4.504781770E0,-1.272790445E1,-1.442443080E1,1.975744960E1
2.840417000E0,4.760079684E0,-1.241657179E1,-1.594693232E1,2.076377288E1
2.850411000E0,4.870026926E0,-1.179454967E1,-1.729220357E1,2.149066933E1
2.860405000E0,4.959087330E0,-1.124044647E1,-1.811553480E1,2.188864512E1
2.870395167E0,5.015921096E0,-1.066382914E1,-1.831563938E1,2.177933338E1
2.880389167E0,4.895659658E0,-1.021568684E1,-1.819440789E1,2.143278376E1
2.890383167E0,4.566598241E0,-9.987584617E0,-1.766304451E1,2.079876937E1
2.900377167E0,4.298137660E0,-9.736471263E0,-1.678217200E1,1.987244718E1
2.910372167E0,4.195569019E0,-9.407984628E0,-1.564880970E1,1.873494646E1
2.920366167E0,4.240023646E0,-8.862263407E0,-1.417660592E1,1.724800478E1
2.930360167E0,4.154858365E0,-8.087137204E0,-1.252941604E1,1.548066221E1
2.940354167E0,3.892157584E0,-7.402400769E0,-1.094521821E1,1.377469526E1
2.950348167E0,3.629224376E0,-6.886588055E0,-9.540458561E0,1.231327390E1
2.960342167E0,3.342547964E0,-6.421464270E0,-8.329400797E0,1.103570333E1
2.970336167E0,3.148811583E0,-6.020761598E0,-7.188462843E0,9.891338769E0
2.980330167E0,2.676799485E0,-5.346861223E0,-6.473197510E0,8.812290646E0
2.990324167E0,2.080458333E0,-5.058670675E0,-6.137718775E0,8.221316660E0
3.000318167E0,1.650782415E0,-4.881602367E0,-6.108772134E0,7.992009836E0
3.010312167E0,1.297082147E0,-4.901924949E0,-6.078598162E0,7.915847770E0
3.020306167E0,9.592811899E-1,-4.693355059E0,-5.872777925E0,7.578741497E0
3.030301167E0,9.244231600E-1,-4.574004325E0,-5.702250313E0,7.368292364E0
3.040295167E0,1.019359284E0,-4.425923004E0,-5.542672196E0,7.165828832E0
3.050289167E0,1.057808820E0,-4.144652342E0,-5.278293849E0,6.793930268E0
3.060283167E0,1.002963545E0,-3.873517830E0,-4.887254870E0,6.316275518E0
3.070277167E0,9.874222308E-1,-3.359487932E0,-4.465556016E0,5.674711654E0
3.080271167E0,1.064773293E0,-2.702641839E0,-3.963490691E0,4.913987539E0
3.090265167E0,1.269167686E0,-1.781839860E0,-3.514643215E0,4.139861934E0
3.100259167E0,1.340437497E0,-8.375572166E-1,-2.827932760E0,3.239672587E0
3.110253167E0,1.188397611E0,2.864931017E-2,-1.797082674E0,2.154673015E0
3.120247167E0,7.508785303E-1,1.009044942E0,-4.696711653E-1,1.342602423E0
3.130241167E0,1.270708135E-1,1.952835834E0,1.668655014E0,2.571793993E0
3.140236167E0,-5.191117126E-1,2.809819840E0,4.767550086E0,5.558245976E0
3.150230167E0,-1.325107998E0,3.251341048E0,9.170662517E0,9.819785171E0
3.160224167E0,-2.179131851E0,3.178442933E0,1.470590290E1,1.520245688E1
3.170218167E0,-2.720635183E0,3.363520465E0,2.038397381E1,2.083798248E1
3.180212167E0,-3.036035165E0,3.841572737E0,2.508942939E1,2.556275919E1
3.190206167E0,-3.681042693E0,5.431093873E0,3.050633675E1,3.120390100E1
3.200200167E0,-4.595220654E0,6.547548366E0,3.656067013E1,3.742551326E1
